  9.61303861	  8.77018739	  9.31835336
-10.94136537	 -7.25249036	 -9.40336574
  9.53944527	  8.08273614	  8.18926407
  7.27369751	  4.89633894	  6.10676834
-11.84805540	 -8.97718955	 -9.40984282
 10.66843587	  7.86783373	  9.54096518
-15.60481005	-10.76702332	-12.90776690
  9.32289848	  8.20168304	  8.17759867
  1.34812745	  1.63711127	  0.66723627
-10.44392569	 -7.60896052	 -8.99565705
-10.46671938	 -8.88275867	-11.63411888
  9.76343644	  7.91145516	  8.60279130
 -0.29657080	  0.06523727	  1.55933411
  7.53598211	  6.21183448	  6.81013229
  1.62511782	  1.72558416	  1.45413643
  8.14112732	  6.46198672	  5.54493460
  2.65144550	  5.25874064	  4.04443788
 10.00940552	  8.85057695	  9.37024771
  8.09599203	  8.10877244	  8.25215807
  6.69697541	  5.56414978	  6.23215946
  9.70765275	  8.47567270	  8.87081010
  7.49102280	  6.46711398	  5.04425405
  2.03367389	  1.78716433	  1.85142137
-10.11398388	 -7.70998153	 -9.15815764
  9.96270058	  7.84961856	  9.33643881
 10.52613638	  8.22034445	  9.47267592
  1.48172368	  1.76595591	  1.89353282
  2.16509106	  0.93164182	  1.48060083
  0.70361278	  0.98027692	  1.31542996
-10.57309624	 -8.00338956	-10.05589019
  9.59989503	  7.25561024	  8.65489439
  0.24991569	  1.14984620	  0.83486687
  8.36668876	  8.07946632	  9.40621925
  0.65024672	  2.01825488	  0.74788968
 -0.12893603	  1.15180428	  0.75528710
-10.02498864	 -6.96474788	 -8.75472799
-11.57464664	 -9.46790712	-11.54011050
  8.55838069	  5.74428466	  6.98060102
-10.39913385	 -7.16473152	 -8.84658772
-28.70465635	-20.03213447	-23.91931762
-11.64061920	 -9.23022161	 -9.31001252
 10.05616647	  8.34310429	  9.02452087
  0.89701404	  0.89718421	  1.35347664
  0.73142070	  1.44931643	  0.96392906
-10.07881807	 -7.91473287	 -9.20083984
  1.12302902	  1.37540611	  1.77896614
  9.73379791	  7.70765137	  9.31610877
 -0.04733460	  0.51582088	 -0.30214277
-10.05876270	 -7.33519737	 -8.42834803
-11.45121068	 -7.80397035	 -9.51217689
-10.67847356	 -9.13726728	 -9.47603073
  9.66020135	 10.10098607	  9.81046980
  0.84178208	  0.88699601	  1.14316274
  2.32481185	  4.03102898	  3.11748056
  8.81268471	  7.48236731	  7.99545716
-10.25983262	 -7.49824091	 -8.83903483
-10.41292205	 -7.77082249	 -9.73623589
 10.44924700	  8.46934156	  9.34115571
  8.90475998	  6.95687638	  7.95639803
  8.77177784	  6.49567050	  7.38110367
  0.82522452	  1.11020608	  0.69741993
  0.40421574	  0.11246163	  1.75348776
  7.61349364	  7.58090066	  8.33442777
  1.68077493	  1.62880416	  1.54131413
 -9.73953101	 -8.05414422	 -9.34407295
  2.45466811	  2.37927932	  4.44624248
-10.44256730	 -7.65329965	 -9.05338828
  7.75308417	  7.63358596	  7.28885620
  1.19605200	  1.59282813	  1.18375304
-11.20039519	 -7.99814027	 -9.19196494
  2.11078866	  1.10460341	  0.47765837
  1.26646931	  1.54560206	  1.36673863
  9.33965600	  8.13925698	  8.54520864
  8.60706013	  7.31535062	  7.76834203
 -9.55683601	 -8.18801263	 -8.54535681
  9.83773386	  8.22601261	  8.95344001
  9.95571871	  7.83827197	  8.70652759
  6.30936674	  7.55677484	  7.86394262
 10.22003204	  8.68014341	 10.01022808
  9.42032911	  7.52667531	  8.59973560
-11.00282860	 -8.20590308	 -8.90780103
  2.40221025	  1.88264403	  2.04347228
 -9.31733012	 -8.33872464	 -8.54472879
-10.59004927	 -7.92729542	 -9.36071210
 10.48219390	  7.84468561	  8.36937637
  2.57933410	  1.32286553	  1.64740668
  1.63126310	  2.41076511	  2.68016787
  9.85096771	  7.99718939	  9.48843984
-13.06724485	 -9.57119902	-10.08253656
  0.98167290	  1.22391146	  1.09343527
  8.34102401	  6.94309904	  7.62725293
  2.36085294	  2.41189071	  0.68621048
  3.01464576	  2.20614526	  1.19830547
  1.32503296	  1.15239495	  0.77444438
 10.00635629	  8.07648642	  8.51695964
-10.63754211	 -8.24437001	 -8.12193863
-10.15949179	 -7.90002973	 -8.52881209
  0.49155838	  0.67243616	  0.77621970
  9.99713710	  9.65957643	  9.63411594
  0.71607412	  1.16936609	  0.85404660
  9.31244242	  7.30701406	  8.23086809
 10.06715564	  8.27861957	  9.64502316
 -0.06104668	  1.32531797	  1.62763042
  9.20210116	  7.86755456	  8.96051099
-10.72262235	 -7.54809609	 -9.80400864
  9.56862578	  7.98357343	  9.07672562
-10.41084900	 -9.86034724	-11.62191295
  1.94341274	  2.84478590	  1.74491886
  8.53140856	  7.41853861	  7.32126305
-11.58144186	 -8.16715091	 -9.37139594
  0.94464771	  1.16998205	  1.21260078
  0.59635479	  1.22734354	  0.55018164
  2.79522967	  2.61048634	  2.54196769
  7.91885724	  5.88092928	  7.87523625
  1.82663596	  2.99452454	  1.32559414
  0.73597195	  0.96309090	 -0.16774984
  9.26112660	  8.15820525	  8.76831030
  0.24208941	  0.50644679	  1.42003054
 10.50681746	  8.45136179	  9.60211026
-10.60809497	 -7.76000012	 -9.53178269
-11.57458832	 -9.02447110	-10.00937702
  9.80744194	  7.49524729	  8.13660195
  8.86578846	  7.98241791	  8.53763640
  9.85452438	  8.49583276	  9.03937148
-10.44226364	 -7.53613602	 -8.74230790
  1.27482596	  1.25460247	  0.64902558
  3.93917905	  2.09632503	  3.00772806
  4.05218841	  3.56055959	  0.45767334
  1.43033154	  1.21700613	  2.58253558
  1.02821521	  0.93832553	  0.79511891
  1.61376541	  1.76759950	  1.33418387
  1.85628833	  2.16712372	  1.38544749
  0.96295786	  1.06591765	  1.08691850
  9.62715381	  8.46962309	  8.36573400
 10.50815775	  7.09674102	  8.79843778
-10.12368450	 -7.53572809	 -8.83671328
-12.33815082	 -8.73134110	-10.83807074
 -9.75895990	 -7.86562034	 -8.67675147
-10.23242619	 -8.10287582	 -9.14437312
-12.29854397	 -8.95551073	-10.25958315
  2.03430817	  1.69781098	  1.30147400
  2.87705905	  0.96564586	  1.23305510
  1.81458538	  0.77176348	  1.74056275
 -9.86384462	 -7.40422824	 -9.26031265
 10.05661458	  8.80441378	  9.88208357
-10.42304124	 -8.21316599	 -9.29808316
 10.04337461	  7.24128069	  8.72037288
  9.08777831	  7.53543994	  9.33652491
-10.04862437	 -8.16427377	 -9.17074810
-10.95480484	 -8.90987469	 -9.51837819
  7.95589765	  5.81573741	  7.60736838
-11.60677219	 -8.47570074	 -9.21370558
  9.63877193	  8.18338378	  8.99948599
 10.19652875	  7.72997909	  7.71265103
-10.35786265	 -7.40530970	 -8.97581896
  9.36002758	  8.35366542	  7.81957827
-12.20628606	-11.58204383	-12.78373813
  6.79700651	  5.46250359	  7.34353300
